Study.reference,Study_ID,Name.of.study.area,Region,Intertidal_Subtidal,Depth (m),SBT (deg C),POC (g Corg m-2 yr-1),PP (mg C m-2 d-1),Habitat description from paper,Habitat type,Folk_category,Biogenic (%),Gravel (%),Sand (%),Mud (%),Fishing gear description from paper,Gear.type,PD (cm),f,Smin (m),Area of one disturbed plot (m2),FishHist,Metric,Macrofauna / Meiofauna,Gear used to sample the benthos ,Infauna / Epifauna,Scavenger.effect,Time,Method,Mean_BefCtrl,SD_BefCtrl,n_BefCtrl,Mean_BefImpt,SD_BefImpt,n_BefImpt,Mean_AftCtrl,SD_AftCtrl,n_AftCtrl,Mean_AftImpt,SD_AftImpt,n_AftImpt,Author,Year,notes
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.1,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,6,12.26,13.61,778.57,sand   ,S,S,0,0,100,0,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,1,BACI,8.67,4.21,6,7.14,2.55,6,7.79,0.96,6,8.26,2,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.1,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,6,12.26,13.61,778.57,sand   ,S,S,0,0,100,0,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,3,BACI,8.67,4.21,6,7.14,2.55,6,9.49,1.59,6,8.46,1.37,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.1,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,6,12.26,13.61,778.57,sand   ,S,S,0,0,100,0,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,17,BACI,8.67,4.21,6,7.14,2.55,6,8.14,2.75,6,7.38,1.87,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,0.08,BACI,120.44,30.74,9,104.31,35.97,9,105.92,15.48,9,54.24,7.11,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,1,BACI,120.44,30.74,9,104.31,35.97,9,93.08,28.03,9,76.96,32.83,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,2,BACI,120.44,30.74,9,104.31,35.97,9,69.16,21.54,9,70.38,43.92,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,5,BACI,120.44,30.74,9,104.31,35.97,9,96.68,27.19,9,64.24,34.93,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,13,BACI,120.44,30.74,9,104.31,35.97,9,63.76,16.31,9,72.31,29.07,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,35,BACI,120.44,30.74,9,104.31,35.97,9,79.99,13.38,9,106.95,29.28,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,90,BACI,120.44,30.74,9,104.31,35.97,9,94.34,26.77,9,70.26,7.53,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,0.08,BACI,809.32,100.82,6,901.47,109.83,6,814.73,132.22,6,429.57,188.25,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,1,BACI,809.32,100.82,6,901.47,109.83,6,824.66,125.45,6,401.38,67.28,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,2,BACI,809.32,100.82,6,901.47,109.83,6,1020.58,320.43,6,409.08,226.34,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,5,BACI,809.32,100.82,6,901.47,109.83,6,1026.03,452.65,6,434.71,147.85,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,13,BACI,809.32,100.82,6,901.47,109.83,6,686.35,235.25,6,422.18,217.37,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,35,BACI,809.32,100.82,6,901.47,109.83,6,857.59,311.43,6,736.89,192.64,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,90,BACI,809.32,100.82,6,901.47,109.83,6,477.54,161.36,6,394.99,152.35,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,0.08,BACI,33.88,3.21,9,27.77,7.58,9,30.8,6.21,9,18.84,2.63,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,1,BACI,33.88,3.21,9,27.77,7.58,9,26.03,6.9,9,25.28,6.05,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,2,BACI,33.88,3.21,9,27.77,7.58,9,24.42,3.74,9,21.41,7,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,5,BACI,33.88,3.21,9,27.77,7.58,9,28.97,6.89,9,23.85,5.84,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,13,BACI,33.88,3.21,9,27.77,7.58,9,21.05,4.16,9,20.82,3.05,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,35,BACI,33.88,3.21,9,27.77,7.58,9,25.96,3.05,9,26.42,2.42,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,90,BACI,33.88,3.21,9,27.77,7.58,9,21.51,4.84,9,16.08,3.1,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,0.08,BACI,8.69,1.04,6,8.97,1.14,6,8.71,1.19,6,7.74,1.51,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,1,BACI,8.69,1.04,6,8.97,1.14,6,8,1.5,6,6.77,1.03,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,2,BACI,8.69,1.04,6,8.97,1.14,6,7.96,1.11,6,7.44,0.59,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,5,BACI,8.69,1.04,6,8.97,1.14,6,8.4,1.26,6,7.61,1.75,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,13,BACI,8.69,1.04,6,8.97,1.14,6,7.39,1.63,6,8.41,1.06,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,35,BACI,8.69,1.04,6,8.97,1.14,6,7.2,1.34,6,8.42,0.82,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.2,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,18,12.26,13.61,778.57,coarse sand & gravel,S,gS,0,13.5,85,1.5,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Species richness,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,90,BACI,8.69,1.04,6,8.97,1.14,6,6.94,0.89,6,7.42,0.57,6,Constantino,2009,
"Cook, R., Farinas-Franco, J.M., Gell, F.R., Holt, R.H.F., Holt, T., Lindemnbaum, C., Porter, J.S., Seed, R., Skates, L.R., Stringell, T.B. & Sanderson, W.G. 2013. PLOS ONE 8:8",13.1,"Point of Ayre, Isle of Man",Northern Europe,S,33,10.99,85.21,2254.57,Modiolus reef,B,B,100,0,0,0,Otter trawl,OT,2.44,1,NA,NA,previously disturbed,Species richness,Macrofauna,Diver excavation to 20 cm,infauna,n,365,CI,NA,NA,NA,NA,NA,NA,3.2,1.31,6,1.18,0.68,6,Cook,2013,
"Cook, R., Farinas-Franco, J.M., Gell, F.R., Holt, R.H.F., Holt, T., Lindemnbaum, C., Porter, J.S., Seed, R., Skates, L.R., Stringell, T.B. & Sanderson, W.G. 2013. PLOS ONE 8:8",13.1,"Point of Ayre, Isle of Man",Northern Europe,S,33,10.99,85.21,2254.57,Modiolus reef,B,B,100,0,0,0,Otter trawl,OT,2.44,1,NA,NA,previously disturbed,Species richness,Macrofauna,Diver excavation to 20 cm,infauna,n,730,CI,NA,NA,NA,NA,NA,NA,3.15,1.39,6,1.52,1.28,6,Cook,2013,
"Cook, R., Farinas-Franco, J.M., Gell, F.R., Holt, R.H.F., Holt, T., Lindemnbaum, C., Porter, J.S., Seed, R., Skates, L.R., Stringell, T.B. & Sanderson, W.G. 2013. PLOS ONE 8:8",13.2,"North of the Lleyn Peninsula, Caernarfon Bay, Wales",Northern Europe,S,30,11.19,110.52,2132.21,Modiolus reef,B,B,100,0,0,0,Scallop dredge,TD,5.47,1,NA,NA,previously disturbed,Species richness,Macrofauna,Hand-held HD video converted to mosaics,epifauna,n,213,CI,NA,NA,NA,NA,NA,NA,3.88,1.45,6,4.58,1.8,6,Cook,2013,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Numbers,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,2,BACI,74.55,36.19,9,57.4,15.69,9,25.72,2.83,9,33.13,6.76,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Numbers,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,15,BACI,74.55,36.19,9,57.4,15.69,9,42.29,17,9,45.05,18.53,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Numbers,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,30,BACI,74.55,36.19,9,57.4,15.69,9,102.74,85.01,9,88.21,41.64,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Numbers,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,44,BACI,74.55,36.19,9,57.4,15.69,9,104.05,93.3,9,87.63,64.31,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Numbers,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,65,BACI,74.55,36.19,9,57.4,15.69,9,52.61,35.53,9,66.27,39.67,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Numbers,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,85,BACI,74.55,36.19,9,57.4,15.69,9,58.71,41.42,9,63.22,53.62,9,Goldberg,2012,
"Goldberg, R., Mercaldo-Allen, R., Rose, J.M., Clark, P., Kuropat, C., Meseck, S. & Pereira, J. 2012. Effects of hydraulic shellfish dredging on the ecology of a cultivated clam bed. Aquaculture environment interactions. 3: 11-49",24,Connecticut coast of Long Island Sound,North America,S,5.5,12.98,139.59,4372.79,"A gradual transition in sediment grain size from fine sand to very fine sand was detectedacross the study area. Sediments in Plots 1 to 4 were all nominally classified as fine sand, with a mean (±SE) phi size of 2.50 ± 0.03. Sediment in Plots 5 and 6 had the smallest grain sizes and were nominally classified as very fine sand with a mean (±SE) phi size of 3.15 ± 0.06.",S,S,0,0,100,0,Hydraulic clam dredge,HD,16.11,1,82,10004,previously disturbed,Numbers,Macrofauna,Smith-McIntyre grab,"predominantly infauna, with some low motility epifauna",n,106,BACI,74.55,36.19,9,57.4,15.69,9,53.04,25.29,9,57.11,44.25,9,Goldberg,2012,
